pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note,cultivar
POM00006515,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,,1 art original : col. ; 16 x 24 cm. ,1118,1919.0,,1919,,,citrus
POM00006516,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,"Wauchula, Hardee County, Florida, United States",1 art original : col. ; 19 x 23 cm. ,608,1912.0,See photograph also,1912,,,citrus
POM00006517,"Arnold, Mary Daisy, ca. 1873-1955",Citrus paradisi,grapefruits,,1 art original : col. ; 17 x 25 cm. ,99574,,,,,,citrus
POM00006543,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,,1 art original : col. ; 17 x 24 cm. ,996,1917.0,x6; Moist chamber inoculations. Not typical for natural infection,1917,,,citrus
POM00006544,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,"Kingsville, Kleberg County, Texas, United States",1 art original : col. ; 18 x 24 cm. ,746,1913.0,First Specimen received and considered at the time to be new or unknown disease,1913,,,citrus
POM00006545,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,"League City, Galveston County, Texas, United States",1 art original : col. ; 17 x 24 cm. ,842,1914.0,Citrus canker on leaf; Collected by R. Kent Beattie,1914,,,citrus
POM00006546,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,"Coden, Mobile County, Alabama, United States",1 art original : col. ; 17 x 24 cm. ,928,1916.0,"Citrus canker on twig.  Collected by C.H. Hasse, 05/04/1916",1916,,,citrus
POM00006547,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,,1 art original : col. ; 16 x 24 cm. ,922,1916.0,Citrus canker on leaves,1916,,Image on left probably illustrates orange leaf. Image on right illustrates grapefruit leaf,citrus
POM00006548,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,"Miami, Dade County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,452,1911.0,"L.R. Mills, Riverside Grove; See 461 for later stage",1911,,,citrus
POM00006549,"Passmore, Deborah Griscom, 1840-1911",Citrus paradisi,grapefruits,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,46877 1/2a,1910.0,Characteristic of one tree in group; See other painting; UM.[?] #1479,1910-06-01,,,citrus
POM00006550,,Citrus paradisi,grapefruits,"Orlando, Orange County, Florida, United States",1 art original : col. ; 17 x 24 cm. ,1928,1928.0,,1928,,,citrus
POM00006551,"Shull, James Marion, 1872-1948",Citrus paradisi,grapefruits,"Arcadia, De Soto County, Florida, United States",1 art original : col. ; 18 x 24 cm. ,1305,1923.0,Cephaleuros on trunk. A composite picture from materials sent in by Winston.,1923,,,citrus
POM00006554,"Passmore, Deborah Griscom, 1840-1911",Citrus paradisi,grapefruits,"Bonita, San Diego County, California, United States",1 art original : col. ; 17 x 25 cm. ,43690,1909.0,Possibly sooty mold in the tear-stain,1909-05-17,,,citrus
POM00006555,"Schutt, Ellen Isham, 1873-1955",Citrus paradisi,grapefruits,"Bonita, San Diego County, California, United States",1 art original : col. ; 17 x 25 cm. ,43690a,1909.0,,1909-05-19,,,citrus
POM00001195,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Trenton, Ontario, Canada",1 art original : col. ; 17 x 25 cm. ,30531,1904.0,,1904,Barcelona Pearmain,,apple
POM00001197,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,110426,1928.0,,1928-09-27,Barcroft,,apple
POM00001198,"Heiges, Bertha",Malus domestica,apples,"Yorkana, York County, Pennsylvania, United States",1 art original : col. ; 14 x 23 cm. ,11371,1896.0,,1896,Barcroft,,apple
POM00001199,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,102408,1939.0,,1939-09-09,Barda,,apple
POM00001200,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Tecumseh, Lenawee County, Michigan, United States",1 art original : col. ; 16 x 25 cm. ,18554,1899.0,,1899-10-23,Barndoor,,apple
POM00002647,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Plymouth, Marshall County, Indiana, United States",1 art original : col. ; 17 x 25 cm. ,28507,1903.0,Compare with Minkler,1903,Barnes Best,,apple
POM00001201,"Heiges, Bertha",Malus domestica,apples,"Blowing Rock, Watauga County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,19001,1899.0,,1899,Barnsley,,apple
POM00001202,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Upper Red Hook, Dutchess County, New York, United States",1 art original : col. ; 17 x 25 cm. ,86738,1915.0,,1915,Barringer,,apple
POM00001203,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Saint Catharines, Ontario, Canada",1 art original : col. ; 17 x 25 cm. ,22549,1901.0,,1901,Barry,,apple
POM00001204,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 25 cm. ,51824,1911.0,,1911-12-13,Bartons Favorite,,apple
POM00001561,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,10012,1895.0,,1895-09-16,Barty (Sweet),,apple
POM00001205,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Cambridge, Lamville County, Vermont, United States",1 art original : col. ; 16 x 24 cm. ,22599,1901.0,,1901,Bashaw,,apple
POM00001207,"Heiges, Bertha",Malus domestica,apples,"Iola, Allen County, Kansas, United States",1 art original : col. ; 16 x 25 cm. ,29661,1903.0,,1903-09-26,Bassett Best,Alternative variety name(s): Bassett (Sweet),apple
POM00001208,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Morrisville, Fauquier County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,29416,1908.0,,1908,Battyam,,apple
POM00001209,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Missoula, Missoula County, Montana, United States",1 art original : col. ; 17 x 25 cm. ,37735,1907.0,,1907-02-25,Baumans Red Winter Reinett,,apple
POM00001210,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,110363,1928.0,,1928-09-18,Baxter,,apple
POM00001211,"Heiges, Bertha",Malus domestica,apples,"Trenton, Ontario, Canada",1 art original : col. ; 17 x 25 cm. ,32982,1905.0,,1905-02-17,Baxter,,apple
POM00001212,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Philadelphia, Philadelphia County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,52176,1911.0,,1911-12-16,Baxter,,apple
POM00001213,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Fredericton, New Brunswick, Canada",1 art original : col. ; 17 x 25 cm. ,92030,1916.0,,1916,Baxter,,apple
POM00001314,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Maine, United States",1 art original : col. ; 17 x 25 cm. ,100420,1921.0,,1921-11-04,Baxter,,apple
POM00006522,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,,1 art original : col. ; 17 x 25 cm. ,31546; 31549,1904.0,"Specimen - 31546. Sprayed with 1% Formaldehyde, kept 3 days in moist atmosphere und bell jar at 78 degrees Fahrenheit. Specimen - 31549. Sprayed with 1% Formaldehyde, kept 3 days in open jar, dry 75 degrees Fahrenheit. Received 05/21/1904",1904,Washington Navel,Watercolor includes 2 specimens,citrus
POM00006524,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"California, United States",1 art original : col. ; 17 x 25 cm. ,55930,1912.0,Tree 2819; See photographs 162A-165A inclusive,1912-04-02,Washington Navel,Alternative variety name(s): Yellow Navel; Yellow Washington Navel,citrus
POM00006607,"Steadman, Royal Charles, b. 1875",Citrus sinensis,oranges,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,108998a,1927.0,,1927-03-30,Washington Navel,,citrus
POM00006609,"Steadman, Royal Charles, b. 1875",Citrus sinensis,oranges,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,108998,1927.0,,1927-03-29,Washington Navel,,citrus
POM00006610,"Heiges, Bertha",Citrus sinensis,oranges,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,34095,1905.0,,1905-05-24,Washington Navel,,citrus
POM00006614,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"Cartago, Cartago, Costa Rica",1 art original : col. ; 17 x 25 cm. ,46127,1910.0,,1910-01-14,Washington Navel,Changed Cartego to Cartago,citrus
POM00006616,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"Cartago, Cartago, Costa Rica",1 art original : col. ; 17 x 25 cm. ,46127a,1910.0,,1910-01-15,Washington Navel,Changed Cartego to Cartago,citrus
POM00006618,"Steadman, Royal Charles, b. 1875",Citrus sinensis,oranges,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,108850,1927.0,The tree head of Magnolia Ave. Sent to Mrs. Tibbets in 1873,1927-02-15,Washington Navel,,citrus
POM00006619,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"Highgrove, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,62859,1913.0,Tree 3-14-3; Specimen a - Australian type growing on one limb in a standard Washington Navel tree. (Fruit b),1913-04-05,Washington Navel,,citrus
POM00006620,"Schutt, Ellen Isham, 1873-1955",Citrus sinensis,oranges,"Highgrove, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,62859a,1913.0,Tree 3-14-3; Specimen a - Australian type growing on one limb in a standard Washington Navel tree. (Fruit b),1913-04-03,Washington Navel,,citrus
POM00006676,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,,1 art original : col. ; 16 x 25 cm. ,31372,1904.0,,1904,Washington Navel,,citrus
POM00006737,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,"Santa Barbara, Santa Barbara County, California, United States",1 art original : col. ; 17 x 25 cm. ,43791,1909.0,,1909-06-21,Washington Navel,,citrus
POM00006744,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,35859,1906.0,"Stored 03/10/1906 at Center market cold storage, Washington, D.C. at 30-32 degrees Fahrenheit; Painted May-June, 1906",1906,Washington Navel,,citrus
POM00006751,"Newton, Amanda Almira, ca. 1860-1943",Citrus sinensis,oranges,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,34096,1905.0,Puffed fruit showing bruise due to contact with another orange,1905-05-22,Washington Navel,,citrus
POM00006767,"Newton, Amanda Almira, ca. 1860-1943",Citrus sinensis,oranges,"New York, New York, United States",1 art original : col. ; 17 x 26 cm. ,38327,1907.0,"Bahia; Decay starting from weak spot; Decay starting from weak spot in skin of oranges, same question as to nature & cause of weak spot. See other paintings under #38327",1907-06-10,Washington Navel,,citrus
POM00005966,"Passmore, Deborah Griscom, 1840-1911",Citrus sinensis,oranges,"Azusa, Los Angeles County, California, United States",1 art original : col. ; 16 x 25 cm. ,40376,1908.0,"Large browning, less common than other spots",1908-02-15,Washington Navel,,citrus
POM00000264,"Schutt, Ellen Isham, 1873-1955",Citrus tangelo,tangelos,"Miami, Dade County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,61874,1913.0,Pomelo- Tangerine Hybrid; Webers- #1311,1913-01-09,,,citrus
POM00006719,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Citrus tangelo,tangelos,,1 art original : col. ; 22 x 27 cm. ,113017,,Color model for the other print,,,,citrus
POM00006721,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Citrus tangelo,tangelos,,1 art original : col. ; 17 x 21 cm. ,113016,,,,,,citrus
POM00006722,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Citrus tangelo,tangelos,,1 art original : col. ; 22 x 27 cm. ,113016a,,,,,,citrus
POM00001629,"Heiges, Bertha",Malus domestica,apples,"Mount Selma, Cherokee County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,32025,1904.0,,1904-09-20,Bledsoe,,apple
POM00001630,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rochester, Monroe County, New York, United States",1 art original : col. ; 16 x 25 cm. ,66713,1913.0,,1913-11-04,Blenheim,,apple
POM00001632,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,102548,1922.0,"Section A, Row 7-8, Tree 1",1922-11-13,Blenheim,,apple
POM00001633,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,,1 art original : col. ; 17 x 26 cm. ,112244,1931.0,Accession #5624-A,1931-12-15,Blenheim Orange,,apple
POM00001631,"Heiges, Bertha",Malus domestica,apples,"Ontario, Canada",1 art original : col. ; 16 x 25 cm. ,21624,1901.0,,1901-05-29,Blenheim Pippin,,apple
POM00003970,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Ozark, Johnson County, Illinois, United States",1 art original : col. ; 19 x 24 cm. ,882,1915.0,,1915,Blk. Twig,Alternative variety name(s): Yellow Transparent,apple
POM00001634,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Houlton, Aroostook County, Maine, United States",1 art original : col. ; 17 x 25 cm. ,16656,1898.0,,1898,Bloom,,apple
POM00001635,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,106654,1925.0,,1925-09-14,Bloomfield,,apple
POM00001636,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Sandy Spring, Montgomery County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,43078,1908.0,,1908-12-30,Bloomfield,,apple
POM00001637,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Spencerville, Montgomery County, Maryland, United States",1 art original : col. ; 17 x 24 cm. ,10252,1895.0,,1895-09-28,Bloomfield,,apple
POM00001638,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Clarkson, Culpeper County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,34082,1905.0,Twig with buds; F.B. Doran,1905-05-06,Bloomless,,apple
POM00001639,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Ronceverte, Greenbrier County, West Virginia, United States",1 art original : col. ; 16 x 25 cm. ,34963,1906.0,,1906-01-17,Bloomless,,apple
POM00001640,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Sands, Watanga County, North Carolina, United States",1 art original : col. ; 16 x 25 cm. ,10933a,1895.0,,1895-11-12,Bloomless,,apple
POM00001641,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Flag Pond Landing, Accomack County, Virginia, United States",1 art original : col. ; 17 x 24 cm. ,5681,1893.0,Described on ? 443 Department Report as Bloomless and Careless; See #21585 Seedless Never-bloom; See #20828 Careless Never-bloom; See #10933 Bloomless; See # 23888 Seedless; See #23049 Seedless description,1893,Bloomless,Changed Flag Pond to Flag Pond Landing and Scott County to Accomack,apple
POM00001642,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Sands, Watanga County, North Carolina, United States",1 art original : col. ; 16 x 25 cm. ,10933b,1895.0,Bottom view of apple; See #5681 Bloomless; See #20828 Careless Never-bloom; See #21585 Seedless Never-bloom; See #23888 Seedless,1895-11-12,Bloomless,,apple
POM00001643,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Bedford County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,29932,1903.0,,1903,Bloomless Seedless,,apple
POM00001652,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Crozet, Albemarle County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,37589,1907.0,Charles L. Wayland,1907-01-25,Bloomless Seedless,,apple
POM00001403,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Yakima, Yakima County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,60113,1912.0,"Bought in Center Market, D.C.",1912-10-21,Blue Pearmain,,apple
POM00001404,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Derry, Rockingham County, New Hampshire, United States",1 art original : col. ; 17 x 25 cm. ,60560,1912.0,,1912-11-20,Blue Pearmain,,apple
POM00001405,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Waterford, Oxford County, Maine, United States",1 art original : col. ; 17 x 25 cm. ,107191,1925.0,,1925-11-25,Blue Pearmain,,apple
POM00003677,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,109557,1927.0,"Section C, Row 1-2, Tree 4; Picked 09/23/1927",1927-12-22,Wells,,apple
POM00002367,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Merritts Corners, Millwood, Westchester County, New York, United States",1 art original : col. ; 16 x 25 cm. ,8125,1894.0,,1894,Weltry,,apple
POM00001981,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Sugar Grove, Warren County, Pennsylvania, United States",1 art original : col. ; 16 x 25 cm. ,7686,1894.0,,1894,Westbrook,Alternative variety name(s):  Fall Orange,apple
POM00003678,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,68262,1913.0,Westchester (Ben Davis x Gr. Newtown),1913-12-13,Westchester,,apple
POM00003699,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,33211,1905.0,,1905-01-03,Western Beauty,,apple
POM00003700,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,110394,1928.0,,1928-10-05,Western Beauty,,apple
POM00003701,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,105435,1924.0,,1924-09-24,Western Beauty,,apple
POM00003702,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,105435a,1924.0,,1924-09-24,Western Beauty,,apple
